UID,meanStepDisplacement,meanStepTravel,sdStepDisplacement,sdStepTravel,shapiroDisplacement,meanAngle,sdAngle,lab,meanVideoStepDisplacement,sdVideoMeanStepDisplacement,meanVideoStepTravel,sdVideoMeanStepTravel,meanVideoAngle,sdVideoAngle
lab_19_26,13.416407864998739,13.416407864998739,7.2387844283415435,7.2387844283415435,0.00242857844568789,-0.36371914147225376,0.23825610649068166,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_27,2.5790816291582352,8.10739889838331,8.65378709173538,3.9761509253850567,0.0007541009690612555,0.21454525149770176,1.2052990632873266,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_28,13.015566014495334,13.197169744160993,5.451261643338378,4.995590348058959,0.0005332628497853875,0.018780528244695702,0.19743661595682332,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_29,12.875655323128218,12.875655323128218,3.306685167958994,3.306685167958994,3.978360396672542e-08,1.2973320071432384,0.3140061704722438,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_3,8.913964409436396,9.12864757771715,5.050957230977284,4.651744172211032,1.6285201809296268e-06,-0.7732815172502602,0.5527590124624402,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_30,3.8658045015810676,3.9228674319799404,2.7233558138607026,2.6404966283721034,0.060618117451667786,0.2397108313844147,1.2073786204431034,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_31,1.8176942387758763,4.125537750208458,4.2452769885929165,2.0751692285595635,0.025905152782797813,0.17876992038612838,0.8067805070023168,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_32,4.355583900134529,4.682117279844902,3.7719726698668197,3.3580748519220225,0.0179338026791811,-0.549149970807922,0.5826530217490863,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_33,1.8525530121218918,3.6568813304629884,4.318724450082414,2.9513645104210324,0.05158552899956703,0.8662218964568049,0.5244859214170294,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_34,10.21769223298007,10.21769223298007,3.550126083659078,3.550126083659078,0.00038354223943315446,0.5938913471567238,0.22677007243918437,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_4,3.78549864614954,4.114608122288197,2.7319102108231887,2.20529666938487,0.008473748341202736,0.1546407767283619,0.5756622621389323,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_5,10.20093974090785,10.20093974090785,5.220011576989588,5.220011576989588,0.0038979724049568176,-0.8412284269985562,0.3694014232231932,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_6,0.0446964254055605,1.5808543422560777,2.1685055152697443,1.4850297938995833,5.3891141162629874e-17,-0.02183080217441275,0.9866797564757264,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_7,2.035599984472978,2.8002160327138466,3.0345521564425506,2.3475443035412233,0.0035677561536431313,0.16249988496422424,0.6357428222021652,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_8,1.3362256756632866,3.4394994403313595,3.8751836205784955,2.2298858153416568,0.0002955869713332504,0.03433554577902128,0.815722149034424,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_19_9,5.03336092707668,5.593771337637764,3.6429917573945247,2.7047797301978007,0.001140516484156251,-0.3262286611006306,0.5528545136778577,1.0,5.405275986410596,4.605480601137177,6.383753202692625,4.231419591314961,-0.005333139754731792,0.3041065554750761
lab_20_0,8.110799665718213,9.22837616445199,6.047436330878396,4.146520319595334,0.16485147178173065,0.02510224448016838,1.1149504442896367,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_1,1.6350408632880487,4.732705596027801,5.667140977496676,3.520133978241573,0.004219830501824617,0.03936291348629984,0.9409805733187361,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_10,7.77844021841172,7.77844021841172,4.898557723309489,4.898557723309489,0.2012452632188797,-0.482290451159303,0.7325129545964759,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_11,3.985823936506753,4.759581219555609,4.362432539349733,3.501998961687609,0.0447608046233654,0.01973210344117385,0.9611391198080138,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_12,5.319266845653266,5.5754399915355055,3.4957165980206466,3.0706844855389583,2.9176915631978773e-05,-0.4740860138306244,0.9268238855841585,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_13,4.192476535907176,5.916722344827846,5.547764049634161,3.6533467052499042,0.17860475182533264,0.18418610991853274,0.8857964374491926,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_14,6.88670753355057,8.360874030828773,7.220957337124989,5.446535684070601,0.03048013709485531,-0.04122616420642825,0.6565225987928679,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_15,6.3059738440980695,7.276604949551455,6.862349213985971,5.8230716349110905,0.6065186262130737,-0.011012436201122688,1.0008644629046133,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_16,2.611988745592253,3.988889896142822,4.414205149354946,3.2243526023284135,0.45475780963897705,-0.45116189342194785,0.6004338800855491,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_2,10.265700920278917,11.408644080841231,7.531472429335857,5.652480214485313,0.08787851780653,0.016236320781363164,1.084663110321252,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_3,5.19608213366668,5.56113509284014,4.163960650393776,3.662187094759049,0.06474032253026962,0.39213681420603147,0.7476312083883897,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_4,0.25343567043910536,1.0117614555456942,1.797065305419494,1.5066559355292222,1.0797243980348963e-25,0.25439195749917387,0.8171308677512291,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_5,0.11702382150379001,1.2297435499807894,1.438996567252642,0.7563970496008589,3.123308829344751e-07,-0.2329030106948436,0.8723280166949221,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_6,0.03775415314897808,0.03775415314897808,0.002239341081731464,0.002239341081731464,2.0055545050999872e-35,-0.9067738056768552,0.05327117677305657,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_7,0.02730533526899113,0.02730533526899113,0.0017171101224126382,0.0017171101224126382,2.8980892568674515e-34,-1.32136600836496,0.07833596421218861,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_8,1.005686474749376,3.42310045211164,5.044149646764122,3.83891055368545,3.775984880327599e-24,-0.15027254467605541,0.8875700267839675,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_20_9,0.03895588810975243,0.26973682554650735,0.8406370280909641,0.7971387703280532,6.594465379751424e-29,0.001503487356534009,0.37345604242034697,1.0,3.7510860344642154,3.24500756171594,4.740400903330441,3.334091221964615,-0.18461413982722724,0.30554023724220575
lab_21_0,0.012800927005040886,0.04612839387554357,0.10835948257455308,0.09888282193827182,2.775553457400981e-32,0.21967861004777176,0.5283022305134275,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_21_1,0.046511627906976744,0.0567707890054321,0.045775604976572216,0.0321840808044746,2.9882189929291246e-23,-0.007273813111861702,0.46263044365721695,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_21_2,0.013698025334277943,0.029192965331445844,0.04709781983810866,0.03941587632818104,6.470759686086357e-23,0.15771651300303155,0.6321910170085976,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_21_3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_21_4,0.038743866410932234,0.09230859793654356,0.13171116034358452,0.10162696340298248,6.221918029763071e-25,0.583959929213279,1.0005513476443801,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_21_5,0.4166091762121081,0.43683601994972343,0.349423612168742,0.3237813430691576,1.5880149625835394e-11,-0.2279634079453684,0.6025264380451841,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_21_6,0.005069167614507352,0.005069167614507352,0.017624202387503896,0.017624202387503896,2.4244684127040946e-32,0.07335926535233368,0.25504696292779544,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_21_7,0.0026586252894095744,0.1144906797003008,0.20868937992376574,0.1744998849373789,2.3063827196851083e-28,-0.6488482237974972,0.751243329528123,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_21_8,0.023491919640749086,0.023491919640749086,0.003924132335003601,0.003924132335003601,4.979306367184379e-34,0.1380734762049763,0.03024241475279319,1.0,0.062175926157111316,0.12621460865661985,0.08936539256158287,0.12795819109163098,0.03207803877407389,0.31060472728551336
lab_22_0,0.11269830146609439,0.11415791398929437,0.05007064599986039,0.046647051544539214,6.443744192743961e-13,0.4802389385933254,0.367736980559027,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_1,0.09674637526729674,0.10588784550273758,0.06605524217515825,0.05010908421601605,7.334524543267662e-09,0.03504913064872402,0.49749498080888743,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_10,1.6982649457110697,1.7016610193346349,0.4056241330676338,0.3911323796809754,2.992039682681025e-08,1.061165820966269,0.9530716947237386,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_11,0.10217895205310025,0.15066459077688418,0.13692372910004888,0.08055325517548846,1.3054316738703164e-08,-0.16413382811600985,0.5410763562428361,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_12,0.10557090153351761,0.16166944428681654,0.1521284142174685,0.09028433112624401,3.7073675684951013e-06,0.016730651929527718,1.0504511005895856,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_13,1.6485831720931285,1.6485831720931285,0.39984048516908205,0.39984048516908205,1.0649674919704921e-08,0.021230275166021228,0.005154547523573909,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_2,0.06561868779169117,0.09591138955753983,0.09258998553013137,0.0606607200840479,1.3385380027004746e-15,-0.24765240234117702,0.7341418785678687,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_3,0.08665481851061999,0.10161867640069089,0.08042541934445877,0.060423093717652365,5.094243360481698e-10,0.18904446267510905,0.7787359078239728,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_4,0.08766000449280072,0.10017950715667315,0.07697658545731731,0.05978074474437054,1.9592889533015523e-09,0.13202041356424893,0.5633457493249246,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_5,0.12143589090383086,0.13126344463498002,0.09660521168813709,0.08275959538009124,4.443845291746129e-11,0.25677779549315727,0.587908881815404,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_6,0.11496093049670111,0.1274063445846967,0.09071959137913505,0.07220583882367201,4.983237433808796e-11,0.11885166040491257,0.6841573042415451,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_7,0.16533464689976654,0.1882594438805737,0.5761948664772931,0.5691172562926143,1.550884515927372e-26,0.2957861289528388,0.42998345952936706,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_8,2.761470333063643,2.761470333063643,0.3270370067378334,0.3270370067378334,1.181941962911741e-19,-0.14707856983513207,0.051211713775488374,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_22_9,0.11223767513379235,0.11408024019549057,0.05964921190992008,0.0560448302509022,5.419743972188973e-13,0.4580353054185162,0.31339601005518913,1.0,0.5199582596726466,0.8269434950704413,0.5359152403898417,0.8195331352579435,0.17900469882288084,0.289013689651667
lab_23_0,3.4019474873979423,3.4019474873979423,0.6921466543298722,0.6921466543298722,3.2384853909661615e-08,-0.6758494228761995,0.11496959787008086,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_1,0.0,0.04698383928149817,0.05074174073178505,0.019163587838973244,1.115693455393281e-20,-0.09449101357056143,0.1338819715313118,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_10,1.180728209741861,1.1909554717293,0.5583971872576433,0.5362383689885569,2.2338897906593047e-05,-0.27779290216622227,0.4921578843285304,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_11,2.4278357889764903,2.4278357889764903,0.3384424194270952,0.3384424194270952,1.0790690681218486e-14,-0.6250536131488742,0.08259802145089856,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_12,2.6040383301710444,2.6040383301710444,0.62339977141478,0.62339977141478,1.8900145448697003e-07,-0.6133205049304253,0.15407792189017294,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_13,5.2946582472313155,5.2946582472313155,1.0288957431412453,1.0288957431412453,1.454478898432754e-12,-0.6650824217943448,0.14584863670890527,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_14,0.34004445482975093,0.34004445482975093,0.1798139596308367,0.1798139596308367,1.0457057214807719e-05,-0.8343298067256153,0.335992168521388,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_15,1.9642359996654812,1.9642359996654812,0.5133383308949113,0.5133383308949113,2.4130254132614937e-06,-0.4603542735601363,0.13429416938607788,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_2,0.005648451207946613,0.12536370526427187,0.15621989777472486,0.09338363274261079,6.403164246156322e-25,0.2077536447826954,0.4511512384669604,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_3,0.9915816560617602,0.9915816560617602,0.2614909692570916,0.2614909692570916,1.2810811102898698e-19,-0.6923840907987385,0.17984394688799105,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_4,0.0,0.03322259136212625,0.04313326332791911,0.02750886817920335,1.3716329596869619e-18,-0.6099613456415306,0.4399949324052244,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_5,1.8620332972318192,1.8620332972318192,0.3442227534606043,0.3442227534606043,1.1166574331866741e-08,-0.5195413936491757,0.08674277320639508,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_6,2.706213608225598,2.872998220139274,1.8336924083009203,1.5594554077248906,1.5022908382401531e-27,-0.5135893379432367,0.3590351970321105,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_7,1.6559431007611232,1.6559431007611232,0.3751473418841153,0.3751473418841153,3.1988545856620476e-07,-0.44937628425109016,0.10356618367941443,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_23_9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5271817894688833,1.4758398783981086,1.55074013688145,1.4718878049802568,-0.426460797892091,0.15553952093517617
lab_24_0,0.7800781978551091,1.7037591932730798,2.13685746053628,1.507277815386367,2.496926072126371e-06,-0.2655823418775707,0.8847594862869059,1.0,2.7997536051601766,2.584084148668792,2.9454174126155683,2.480099710238297,0.08514336001703882,0.40181547065488915
lab_24_1,0.10739628071358485,0.11643166923135609,0.07012896849535198,0.05381170628528034,2.0287786207939806e-12,0.4758737884133895,1.0364717154164744,1.0,2.7997536051601766,2.584084148668792,2.9454174126155683,2.480099710238297,0.08514336001703882,0.40181547065488915
lab_24_2,0.004286892166178716,0.18417074957766716,0.9420289251869524,0.9238603835717436,1.294319294850373e-35,-0.4347002326149514,0.768176212541475,1.0,2.7997536051601766,2.584084148668792,2.9454174126155683,2.480099710238297,0.08514336001703882,0.40181547065488915
lab_24_3,0.06265145107834479,0.10192218082657233,0.10432209263195932,0.06648437702865856,7.643310873106657e-09,-0.01306436272478796,0.7576365875141509,1.0,2.7997536051601766,2.584084148668792,2.9454174126155683,2.480099710238297,0.08514336001703882,0.40181547065488915
lab_24_4,4.753864278794673,4.753864278794673,0.7764140382553651,0.7764140382553651,3.4543049844126816e-12,0.15367765003733658,0.04999871420565265,1.0,2.7997536051601766,2.584084148668792,2.9454174126155683,2.480099710238297,0.08514336001703882,0.40181547065488915
lab_24_5,5.739846453867188,5.739846453867188,0.8155748625098305,0.8155748625098305,2.4191576853179236e-19,0.24867059744225206,0.10189580527285019,1.0,2.7997536051601766,2.584084148668792,2.9454174126155683,2.480099710238297,0.08514336001703882,0.40181547065488915
lab_24_6,5.544284339750262,5.544284339750262,0.7866296401542656,0.7866296401542656,8.879125042942466e-16,0.2570845202692711,0.06340502679712046,1.0,2.7997536051601766,2.584084148668792,2.9454174126155683,2.480099710238297,0.08514336001703882,0.40181547065488915
lab_24_7,5.405620947056074,5.419060435603749,1.1435367157318743,1.0780528923723363,2.06568789851147e-12,0.2591872611913713,0.0828410271610737,1.0,2.7997536051601766,2.584084148668792,2.9454174126155683,2.480099710238297,0.08514336001703882,0.40181547065488915
lab_25_0,3.593254473056056,3.593254473056056,1.0739157089488731,1.0739157089488731,2.0764166208664392e-07,0.7408411878525475,0.2129344175001431,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_1,4.738397496625466,4.748572327452313,1.8148680192045432,1.7880765123763658,6.4540799940004945e-06,0.3567762490072636,0.2733583652073266,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_10,0.034984893942433426,0.034984893942433426,0.002067961542118525,0.002067961542118525,2.5875609575505173e-35,-1.1255506327829454,0.06521481846823547,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_11,0.005487714439373004,0.036684719652399056,0.043634672658403144,0.024255535693919104,5.915190790845663e-19,0.27141626050609335,0.8158186051065761,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_12,0.12318421052631534,0.12318421052631534,0.02025736417513621,0.02025736417513621,2.1061818467667942e-13,-1.529459581352926,0.2514416062988967,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_13,0.07247284676008565,0.07876154203370127,0.06633416439671289,0.05872950178738532,2.059146857604171e-24,-0.0847756257800047,0.8487010065133495,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_14,0.03132207730648307,0.03132207730648307,0.001866979577172991,0.001866979577172991,1.3896126844246382e-35,1.1675787849909551,0.06848984935396657,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_15,0.02316921727205451,0.02919807677454713,0.020500093077423554,0.010224419682815712,3.449482902633207e-21,0.52068693073863,0.7973556029853797,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_16,2.377814227394577,2.377814227394577,2.377814227394577,2.377814227394577,0.05,0.0264020500229725,0.0264020500229725,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
lab_25_17,0.056022980949460933,0.1217020418499153,0.12949136589298377,0.07138067837206177,3.930471503821309e-10,-0.23445304380698645,0.7701888450027902,1.0,2.6492050388377804,2.3890603390728495,2.7190706382650034,2.3980793354133954,0.1755901750558129,0.3164633463264523
